model,image_id,delta
GPT-5.2,google_gsv_006978,-0.075126894
GPT-5.2,google_gsv_007053,-0.038906798
GPT-5.2,google_gsv_007104,0.050578743
GPT-5.2,google_gsv_007111,0.07597089
GPT-5.2,google_gsv_007149,0.0012193471
GPT-5.2,google_gsv_007152,0.020370439
GPT-5.2,google_gsv_007167,0.08736396
GPT-5.2,google_gsv_007204,-0.0463154
GPT-5.2,google_gsv_007319,0.035583235
GPT-5.2,google_gsv_007385,0.012504965
GPT-5.2,google_gsv_007397,-0.04639384
GPT-5.2,google_gsv_007414,0.046477437
GPT-5.2,google_gsv_007454,0.063127756
GPT-5.2,google_gsv_007502,-0.06367704
GPT-5.2,google_gsv_007510,0.0027525723
GPT-5.2,google_gsv_007553,0.004559085
GPT-5.2,google_gsv_007571,-0.031433135
GPT-5.2,google_gsv_007640,-0.04539165
GPT-5.2,google_gsv_007643,0.012034163
GPT-5.2,google_gsv_007656,0.025026217
GPT-5.2,google_gsv_007683,-0.0050653517
GPT-5.2,google_gsv_007711,0.09962577
GPT-5.2,google_gsv_007800,0.016723514
GPT-5.2,google_gsv_007826,0.068053395
GPT-5.2,google_gsv_007827,0.029018745
GPT-5.2,google_gsv_007877,0.009191513
GPT-5.2,google_gsv_007885,-0.08097729
GPT-5.2,google_gsv_007948,-0.09634341
GPT-5.2,google_gsv_007985,-0.026349753
GPT-5.2,google_gsv_008026,-0.03205605
GPT-5.2,google_gsv_008040,0.0934741
GPT-5.2,google_gsv_008050,-0.037706107
GPT-5.2,google_gsv_008077,0.041487783
GPT-5.2,google_gsv_008094,-0.0038919598
GPT-5.2,google_gsv_008099,0.06272635
GPT-5.2,google_gsv_008105,0.065087125
GPT-5.2,google_gsv_008131,0.020830125
GPT-5.2,google_gsv_008143,0.034461804
GPT-5.2,google_gsv_008152,-0.011393353
GPT-5.2,google_gsv_008156,0.10839972
GPT-5.2,google_gsv_008162,-0.010725126
GPT-5.2,google_gsv_008166,0.04368858
GPT-5.2,google_gsv_008177,0.0794681
GPT-5.2,google_gsv_008181,0.064073965
GPT-5.2,google_gsv_008185,0.031010434
GPT-5.2,google_gsv_008192,0.09015156
GPT-5.2,google_gsv_008207,0.020465292
GPT-5.2,google_gsv_008214,0.024214104
GPT-5.2,google_gsv_008216,-0.13598813
GPT-5.2,google_gsv_008229,0.07442999
GPT-5.2,google_gsv_008230,-0.103129864
GPT-5.2,google_gsv_008237,0.030906707
GPT-5.2,google_gsv_008240,-0.009651065
GPT-5.2,google_gsv_008253,-0.015658826
GPT-5.2,google_gsv_008262,0.058794245
GPT-5.2,google_gsv_008267,0.03130375
GPT-5.2,google_gsv_008271,0.03739272
GPT-5.2,google_gsv_008275,0.05435562
GPT-5.2,google_gsv_008283,0.020641021
GPT-5.2,google_gsv_008284,-0.014407963
GPT-5.2,google_gsv_008286,0.012171216
GPT-5.2,google_gsv_008290,0.041497536
GPT-5.2,google_gsv_008321,0.09980048
GPT-5.2,google_gsv_008333,0.035082072
GPT-5.2,google_gsv_008362,-0.033251524
GPT-5.2,google_gsv_008364,0.019604847
GPT-5.2,google_gsv_008373,0.009431213
GPT-5.2,google_gsv_008397,0.07545844
GPT-5.2,google_gsv_008413,-0.0004542172
GPT-5.2,google_gsv_008415,-0.042659417
GPT-5.2,google_gsv_008418,-0.008366972
GPT-5.2,google_gsv_008466,0.07977508
GPT-5.2,google_gsv_008474,0.107386604
GPT-5.2,google_gsv_008475,0.03152153
GPT-5.2,google_gsv_008476,0.0002335757
GPT-5.2,google_gsv_008487,0.08535763
GPT-5.2,google_gsv_008516,-0.029937163
GPT-5.2,google_gsv_008520,0.1488181
GPT-5.2,google_gsv_008530,-0.06400105
GPT-5.2,google_gsv_008538,-0.015010491
GPT-5.2,google_gsv_008542,0.09228566
GPT-5.2,google_gsv_008543,-0.032847315
GPT-5.2,google_gsv_008550,0.027382337
GPT-5.2,google_gsv_008554,-0.026589647
GPT-5.2,google_gsv_008556,0.072671585
GPT-5.2,google_gsv_008563,-0.018953733
GPT-5.2,google_gsv_008575,-0.0011830777
GPT-5.2,google_gsv_008587,-0.018140733
GPT-5.2,google_gsv_008588,-0.05900061
GPT-5.2,google_gsv_008591,-0.055640236
GPT-5.2,google_gsv_008598,0.029397696
GPT-5.2,google_gsv_008603,0.025713906
GPT-5.2,google_gsv_008605,-0.034190252
GPT-5.2,google_gsv_008613,-0.058573157
GPT-5.2,google_gsv_008630,0.06873861
GPT-5.2,google_gsv_008645,0.054000244
GPT-5.2,google_gsv_008653,-0.027563468
GPT-5.2,google_gsv_008657,0.043300956
GPT-5.2,google_gsv_008686,-0.04769279
GPT-5.2,google_gsv_008712,-0.021404505
GPT-5.2,google_gsv_008715,0.09383695
GPT-5.2,google_gsv_008723,-0.072572306
GPT-5.2,google_gsv_008726,-0.07941109
GPT-5.2,google_gsv_008730,-0.012187272
GPT-5.2,google_gsv_008746,0.08246349
GPT-5.2,google_gsv_008749,-0.025760666
GPT-5.2,google_gsv_008750,0.05618643
GPT-5.2,google_gsv_008754,0.041146174
GPT-5.2,google_gsv_008762,0.01390779
GPT-5.2,google_gsv_008767,0.024517268
GPT-5.2,google_gsv_008773,-0.0038561225
GPT-5.2,google_gsv_008789,0.027827695
GPT-5.2,google_gsv_008795,0.054544657
GPT-5.2,google_gsv_008796,0.06764904
GPT-5.2,google_gsv_008815,0.013216034
GPT-5.2,google_gsv_008839,0.0055938214
GPT-5.2,google_gsv_008849,0.038792476
GPT-5.2,google_gsv_008859,0.015917674
GPT-5.2,google_gsv_008864,-0.027202487
GPT-5.2,google_gsv_008876,-0.058968112
GPT-5.2,google_gsv_008877,-0.001959771
GPT-5.2,google_gsv_008882,-0.019424945
GPT-5.2,google_gsv_008883,0.037023656
GPT-5.2,google_gsv_008889,-0.039373502
GPT-5.2,google_gsv_008907,0.020542085
GPT-5.2,google_gsv_008914,0.05973819
GPT-5.2,google_gsv_008916,0.02171357
GPT-5.2,google_gsv_008925,0.027226284
GPT-5.2,google_gsv_008932,-0.026256546
GPT-5.2,google_gsv_008945,-0.017680824
GPT-5.2,google_gsv_008952,0.06222205
GPT-5.2,google_gsv_008959,0.011544526
GPT-5.2,google_gsv_008964,-0.0093153715
GPT-5.2,google_gsv_008984,-0.03296496
GPT-5.2,google_gsv_008985,-0.103900746
GPT-5.2,google_gsv_008988,-0.0037529916
GPT-5.2,google_gsv_009030,-0.027094424
GPT-5.2,google_gsv_009040,-0.043410823
GPT-5.2,google_gsv_009053,0.005893171
GPT-5.2,google_gsv_009074,-0.08595653
GPT-5.2,google_gsv_009075,-0.030060098
GPT-5.2,google_gsv_009088,0.027245387
GPT-5.2,google_gsv_009097,0.049534425
GPT-5.2,google_gsv_009099,-0.016455173
GPT-5.2,google_gsv_009103,-0.062233195
GPT-5.2,google_gsv_009112,-0.032770663
GPT-5.2,google_gsv_009124,0.021904528
GPT-5.2,google_gsv_009128,0.03595841
GPT-5.2,google_gsv_009139,0.10738549
GPT-5.2,google_gsv_009144,0.031213
GPT-5.2,google_gsv_009145,-0.02436304
GPT-5.2,google_gsv_009153,0.0021240264
GPT-5.2,google_gsv_009170,0.061867654
GPT-5.2,google_gsv_009204,-0.012039378
GPT-5.2,google_gsv_009205,-0.05551721
GPT-5.2,google_gsv_009218,-0.007993445
GPT-5.2,google_gsv_009237,-0.016309753
GPT-5.2,google_gsv_009243,-0.050911576
GPT-5.2,google_gsv_009256,0.047197208
GPT-5.2,google_gsv_009257,-0.013901755
GPT-5.2,google_gsv_009289,0.06962846
GPT-5.2,google_gsv_009292,0.08763982
GPT-5.2,google_gsv_009307,-0.0058790296
GPT-5.2,google_gsv_009310,0.024945006
GPT-5.2,google_gsv_009314,-0.10200849
GPT-5.2,google_gsv_009332,0.050693423
GPT-5.2,google_gsv_009343,0.06804842
GPT-5.2,google_gsv_009356,0.053344816
GPT-5.2,google_gsv_009361,0.081067
GPT-5.2,google_gsv_009375,0.010542855
GPT-5.2,google_gsv_009388,0.027598709
GPT-5.2,google_gsv_009391,0.013088182
GPT-5.2,google_gsv_009410,-0.0012590438
GPT-5.2,google_gsv_009419,-0.02159454
GPT-5.2,google_gsv_009422,-0.025583774
GPT-5.2,google_gsv_009446,-0.013272122
GPT-5.2,google_gsv_009455,0.0063631833
GPT-5.2,google_gsv_009460,0.01435402
GPT-5.2,google_gsv_009474,-0.014446765
GPT-5.2,google_gsv_009475,0.04425417
GPT-5.2,google_gsv_009512,0.14299318
GPT-5.2,google_gsv_009519,0.029706523
GPT-5.2,google_gsv_009534,-0.018327594
GPT-5.2,google_gsv_009540,0.060426317
GPT-5.2,google_gsv_009547,0.014445245
GPT-5.2,google_gsv_009567,0.017671123
GPT-5.2,google_gsv_009571,-0.04157628
GPT-5.2,google_gsv_009577,0.062352464
GPT-5.2,google_gsv_009593,-0.004412174
GPT-5.2,google_gsv_009606,0.03134978
GPT-5.2,google_gsv_009618,0.0796241
GPT-5.2,google_gsv_009628,0.0007341951
GPT-5.2,google_gsv_009630,-0.052473426
GPT-5.2,google_gsv_009631,-0.111912295
GPT-5.2,google_gsv_009634,-0.0051749945
GPT-5.2,google_gsv_009635,0.04861328
GPT-5.2,google_gsv_009640,-0.0051524937
GPT-5.2,google_gsv_009645,-0.067934334
GPT-5.2,google_gsv_009651,-0.030320972
GPT-5.2,google_gsv_009654,0.053635105
GPT-5.2,google_gsv_009656,0.060650393
GPT-5.2,google_gsv_009667,0.07268387
GPT-5.2,google_gsv_009668,0.03221114
GPT-5.2,google_gsv_009676,0.045092143
GPT-5.2,google_gsv_009686,0.013795391
GPT-5.2,google_gsv_009704,0.08772841
GPT-5.2,google_gsv_009712,-0.024069056
GPT-5.2,google_gsv_009719,0.026458874
GPT-5.2,google_gsv_009729,0.015823975
GPT-5.2,google_gsv_009735,-0.0010429174
GPT-5.2,google_gsv_009738,-0.009208024
GPT-5.2,google_gsv_009756,-0.024594069
GPT-5.2,google_gsv_009768,-0.031397283
GPT-5.2,google_gsv_009771,0.024795815
GPT-5.2,google_gsv_009781,-0.08267856
GPT-5.2,google_gsv_009786,0.0015060902
GPT-5.2,google_gsv_009789,0.05874063
GPT-5.2,google_gsv_009818,0.08103129
GPT-5.2,google_gsv_009823,0.079889625
GPT-5.2,google_gsv_009826,0.04812379
GPT-5.2,google_gsv_009830,0.031741098
GPT-5.2,google_gsv_009848,0.094708234
GPT-5.2,google_gsv_009852,0.09428983
GPT-5.2,google_gsv_009857,-0.014675543
GPT-5.2,google_gsv_009866,0.06321117
GPT-5.2,google_gsv_009868,-0.020763427
GPT-5.2,google_gsv_009872,0.07984495
GPT-5.2,google_gsv_009885,0.064588144
GPT-5.2,google_gsv_009901,0.02056858
GPT-5.2,google_gsv_009906,-0.023447052
GPT-5.2,google_gsv_009913,-0.021642253
GPT-5.2,google_gsv_009933,0.01518783
GPT-5.2,google_gsv_009948,0.042710505
GPT-5.2,google_gsv_009954,0.08116952
GPT-5.2,google_gsv_009957,-0.013376474
GPT-5.2,google_gsv_009965,-0.036494
GPT-5.2,google_gsv_009980,0.029371575
GPT-5.2,google_gsv_009984,-0.07514848
GPT-5.2,google_gsv_009991,-0.074293986
GPT-5.2,google_gsv_009998,0.029551767
GPT-5.2,google_gsv_010012,-0.11304882
GPT-5.2,google_gsv_010020,-0.021618977
GPT-5.2,google_gsv_010022,0.20892553
GPT-5.2,google_gsv_010023,0.013689682
GPT-5.2,google_gsv_010031,0.052817553
GPT-5.2,google_gsv_010051,-0.03773883
GPT-5.2,google_gsv_010055,-0.099377945
GPT-5.2,google_gsv_010064,0.065919384
GPT-5.2,google_gsv_010067,-0.0286365
GPT-5.2,google_gsv_010078,-0.012607709
GPT-5.2,google_gsv_010083,-0.05652608
GPT-5.2,google_gsv_010088,0.026057988
GPT-5.2,google_gsv_010102,0.028560087
GPT-5.2,google_gsv_010107,0.012195975
GPT-5.2,google_gsv_010111,0.19616775
GPT-5.2,google_gsv_010117,0.12746097
GPT-5.2,google_gsv_010122,-0.02568525
GPT-5.2,google_gsv_010147,0.012571126
GPT-5.2,google_gsv_010157,0.03766699
GPT-5.2,google_gsv_010171,0.08506422
GPT-5.2,google_gsv_010185,0.06944771
GPT-5.2,google_gsv_010208,-0.10353418
GPT-5.2,google_gsv_010210,-0.17606515
GPT-5.2,google_gsv_010217,-0.054794878
GPT-5.2,google_gsv_010219,0.101606965
GPT-5.2,google_gsv_010221,0.054604784
GPT-5.2,google_gsv_010233,-0.09979762
GPT-5.2,google_gsv_010272,0.17377596
GPT-5.2,google_gsv_010281,0.049736813
GPT-5.2,google_gsv_010291,-0.022180006
GPT-5.2,google_gsv_010294,-0.011092961
GPT-5.2,google_gsv_010297,0.060624003
GPT-5.2,google_gsv_010308,0.05130767
GPT-5.2,google_gsv_010332,0.0073381513
GPT-5.2,google_gsv_010334,0.00055359304
GPT-5.2,google_gsv_010339,0.024708986
GPT-5.2,google_gsv_010344,-0.06237708
GPT-5.2,google_gsv_010351,-0.050441623
GPT-5.2,google_gsv_010358,0.0012088344
GPT-5.2,google_gsv_010428,0.05158437
GPT-5.2,google_gsv_010473,-6.219745e-05
GPT-5.2,google_gsv_010490,0.037324816
GPT-5.2,google_gsv_010500,0.081523776
GPT-5.2,google_gsv_010509,0.061418653
GPT-5.2,google_gsv_010511,0.0569755
GPT-5.2,google_gsv_010534,0.113781914
GPT-5.2,google_gsv_010547,0.070626184
GPT-5.2,google_gsv_010556,0.077926576
GPT-5.2,google_gsv_010560,-0.03480588
GPT-5.2,google_gsv_010564,-0.04874073
GPT-5.2,google_gsv_010576,-0.04281053
GPT-5.2,google_gsv_010580,-0.1296042
GPT-5.2,google_gsv_010584,0.024319649
GPT-5.2,google_gsv_010590,0.0147818625
GPT-5.2,google_gsv_010591,-0.004997313
GPT-5.2,google_gsv_010602,-0.047682807
GPT-5.2,google_gsv_010617,0.00071181357
GPT-5.2,google_gsv_010629,-0.03127542
GPT-5.2,google_gsv_010645,-0.06238097
GPT-5.2,google_gsv_010665,0.06684454
GPT-5.2,google_gsv_010699,0.043246776
GPT-5.2,google_gsv_010713,0.09287423
GPT-5.2,google_gsv_010731,0.021284595
GPT-5.2,google_gsv_010739,0.031052649
GPT-5.2,google_gsv_010750,0.011088967
GPT-5.2,google_gsv_010752,0.05173102
GPT-5.2,google_gsv_010754,0.017041683
GPT-5.2,google_gsv_010760,-0.029010445
GPT-5.2,google_gsv_010768,0.02747862
GPT-5.2,google_gsv_010769,0.10816941
GPT-5.2,google_gsv_010785,0.051551923
GPT-5.2,google_gsv_010786,0.05857736
GPT-5.2,google_gsv_010790,-0.03041324
GPT-5.2,google_gsv_010801,0.014338821
GPT-5.2,google_gsv_010807,0.055936143
GPT-5.2,google_gsv_010817,0.04539244
GPT-5.2,google_gsv_010824,-0.0038938522
GPT-5.2,google_gsv_010829,-0.021858826
GPT-5.2,google_gsv_010834,-0.02158773
GPT-5.2,google_gsv_010839,0.07835293
GPT-5.2,google_gsv_010849,-0.10679841
GPT-5.2,google_gsv_010856,0.038362935
GPT-5.2,google_gsv_010857,0.11324264
GPT-5.2,google_gsv_010862,0.07254246
GPT-5.2,google_gsv_010872,-0.0379906
GPT-5.2,google_gsv_010874,0.22058131
GPT-5.2,google_gsv_010887,0.054703325
GPT-5.2,google_gsv_010908,0.108994454
GPT-5.2,google_gsv_010923,0.085853145
GPT-5.2,google_gsv_010943,-0.017936856
GPT-5.2,google_gsv_010944,-0.05950412
GPT-5.2,google_gsv_010947,0.029665321
GPT-5.2,google_gsv_010958,-0.117514
GPT-5.2,google_gsv_010959,-0.0024534613
GPT-5.2,google_gsv_010975,-0.026692167
GPT-5.2,google_gsv_010979,-0.03909017
GPT-5.2,google_gsv_011007,0.027186126
GPT-5.2,google_gsv_011012,-0.0660577
GPT-5.2,google_gsv_011018,0.0076332837
GPT-5.2,google_gsv_011023,0.02141501
GPT-5.2,google_gsv_011028,0.009017542
GPT-5.2,google_gsv_011042,-0.031262025
GPT-5.2,google_gsv_011051,0.06687954
GPT-5.2,google_gsv_011055,0.030561164
GPT-5.2,google_gsv_011068,-0.042483434
GPT-5.2,google_gsv_011087,-0.024860442
GPT-5.2,google_gsv_011094,-0.06567541
GPT-5.2,google_gsv_011100,-0.01932314
GPT-5.2,google_gsv_011101,0.06355266
GPT-5.2,google_gsv_011113,0.014152363
GPT-5.2,google_gsv_011115,0.044894867
GPT-5.2,google_gsv_011124,0.002164662
GPT-5.2,google_gsv_011126,0.000983715
GPT-5.2,google_gsv_011127,0.03930217
GPT-5.2,google_gsv_011137,0.102706134
GPT-5.2,google_gsv_011152,-0.01064606
GPT-5.2,google_gsv_011156,-0.09785639
GPT-5.2,google_gsv_011161,-0.02501461
GPT-5.2,google_gsv_011167,-0.066558
GPT-5.2,google_gsv_011181,0.06844034
GPT-5.2,google_gsv_011182,-0.14101441
GPT-5.2,google_gsv_011196,0.058257133
GPT-5.2,google_gsv_011209,-0.00777328
GPT-5.2,google_gsv_011216,0.10169664
GPT-5.2,google_gsv_011234,0.11343533
GPT-5.2,google_gsv_011237,0.035920665
GPT-5.2,google_gsv_011247,-0.00048655272
GPT-5.2,google_gsv_011266,-0.13704234
GPT-5.2,google_gsv_011280,0.028131172
GPT-5.2,google_gsv_011293,0.0029533803
GPT-5.2,google_gsv_011294,0.025170043
GPT-5.2,google_gsv_011302,0.0813708
GPT-5.2,google_gsv_011327,0.03423223
GPT-5.2,google_gsv_011330,0.05671759
GPT-5.2,google_gsv_011336,0.08367359
GPT-5.2,google_gsv_011355,-0.013286784
GPT-5.2,google_gsv_011358,0.012118101
GPT-5.2,google_gsv_011360,0.049382508
GPT-5.2,google_gsv_011364,0.06802678
GPT-5.2,google_gsv_011376,0.0042116046
GPT-5.2,google_gsv_011400,-0.004800424
GPT-5.2,google_gsv_011420,0.013133928
GPT-5.2,google_gsv_011423,-0.048945457
GPT-5.2,google_gsv_011431,0.022413015
GPT-5.2,google_gsv_011449,0.05382955
GPT-5.2,google_gsv_011450,0.05152741
GPT-5.2,google_gsv_011467,0.02602157
GPT-5.2,google_gsv_011468,0.099874854
GPT-5.2,google_gsv_011479,-0.10769197
GPT-5.2,google_gsv_011502,0.015589908
GPT-5.2,google_gsv_011503,-0.015778124
GPT-5.2,google_gsv_011537,0.002981618
GPT-5.2,google_gsv_011538,-0.10609512
GPT-5.2,google_gsv_011545,0.061963186
GPT-5.2,google_gsv_011582,0.047310323
GPT-5.2,google_gsv_011588,0.07053791
GPT-5.2,google_gsv_011600,0.0019747466
GPT-5.2,google_gsv_011603,-0.04513088
GPT-5.2,google_gsv_011643,-0.030669674
GPT-5.2,google_gsv_011655,0.020787567
GPT-5.2,google_gsv_011657,0.03650278
GPT-5.2,google_gsv_011667,0.089252576
GPT-5.2,google_gsv_011669,0.0818128
GPT-5.2,google_gsv_011675,0.019658208
GPT-5.2,google_gsv_011677,0.040917993
GPT-5.2,google_gsv_011686,0.042174906
GPT-5.2,google_gsv_011695,-0.04895498
GPT-5.2,google_gsv_011714,-0.025989786
GPT-5.2,google_gsv_011728,-0.008681014
GPT-5.2,google_gsv_011742,0.08105773
GPT-5.2,google_gsv_011745,0.023332655
GPT-5.2,google_gsv_011753,0.12157868
GPT-5.2,google_gsv_011758,0.010857686
GPT-5.2,google_gsv_011761,0.029606506
GPT-5.2,google_gsv_011766,0.04683791
GPT-5.2,google_gsv_011775,0.04385358
GPT-5.2,google_gsv_011784,0.041859254
GPT-5.2,google_gsv_011785,0.030342698
GPT-5.2,google_gsv_011798,0.047784492
GPT-5.2,google_gsv_011809,0.031265467
GPT-5.2,google_gsv_011810,-0.042656317
GPT-5.2,google_gsv_011834,0.16211163
GPT-5.2,google_gsv_011849,0.030690879
GPT-5.2,google_gsv_011856,-0.023579925
GPT-5.2,google_gsv_011862,0.025613755
GPT-5.2,google_gsv_011868,-0.057968542
GPT-5.2,google_gsv_011869,0.010038644
GPT-5.2,google_gsv_011874,0.09038764
GPT-5.2,google_gsv_011885,-0.09037061
GPT-5.2,google_gsv_011886,0.099596635
GPT-5.2,google_gsv_011893,-0.004081264
GPT-5.2,google_gsv_011906,0.032621592
GPT-5.2,google_gsv_011923,0.08681418
GPT-5.2,google_gsv_011929,0.055083722
GPT-5.2,google_gsv_011944,-0.021577165
GPT-5.2,google_gsv_011955,-0.045853153
GPT-5.2,google_gsv_011979,0.017496407
GPT-5.2,google_gsv_011980,0.0012861788
GPT-5.2,google_gsv_012004,0.064248905
GPT-5.2,google_gsv_012019,0.022008419
GPT-5.2,google_gsv_012020,-0.066430315
GPT-5.2,google_gsv_012027,0.00024014711
GPT-5.2,google_gsv_012035,0.14023456
GPT-5.2,google_gsv_012036,0.060887367
GPT-5.2,google_gsv_012042,0.015968725
GPT-5.2,google_gsv_012047,-0.09982258
GPT-5.2,google_gsv_012053,0.06148468
GPT-5.2,google_gsv_012056,-0.006177917
GPT-5.2,google_gsv_012060,0.05741477
GPT-5.2,google_gsv_012075,0.06380808
GPT-5.2,google_gsv_012080,-0.009880796
GPT-5.2,google_gsv_012082,0.044203803
GPT-5.2,google_gsv_012111,0.056690976
GPT-5.2,google_gsv_012128,-0.019468859
GPT-5.2,google_gsv_012130,0.05195056
GPT-5.2,google_gsv_012148,0.09302281
GPT-5.2,google_gsv_012155,-0.03472735
GPT-5.2,google_gsv_012164,-0.03182718
GPT-5.2,google_gsv_012177,-0.07279247
GPT-5.2,google_gsv_012178,-0.00080798566
GPT-5.2,google_gsv_012182,0.09796667
GPT-5.2,google_gsv_012192,0.030204639
GPT-5.2,google_gsv_012199,0.015753955
GPT-5.2,google_gsv_012201,-0.011464044
GPT-5.2,google_gsv_012208,0.024494141
GPT-5.2,google_gsv_012209,0.0590218
GPT-5.2,google_gsv_012211,0.10611524
GPT-5.2,google_gsv_012217,0.0388093
GPT-5.2,google_gsv_012227,0.018584087
GPT-5.2,google_gsv_012233,0.022862494
GPT-5.2,google_gsv_012238,0.09021323
GPT-5.2,google_gsv_012253,0.028773189
GPT-5.2,google_gsv_012267,-0.05544485
GPT-5.2,google_gsv_012268,-0.083570644
GPT-5.2,google_gsv_012271,0.04742214
GPT-5.2,google_gsv_012273,-0.074165985
GPT-5.2,google_gsv_012291,0.10577898
GPT-5.2,google_gsv_012304,0.04130382
GPT-5.2,google_gsv_012307,-0.010562047
GPT-5.2,google_gsv_012315,-0.005412057
GPT-5.2,google_gsv_012318,-0.02176106
GPT-5.2,google_gsv_012320,0.06643914
GPT-5.2,google_gsv_012325,0.030171797
GPT-5.2,google_gsv_012329,-0.03231494
GPT-5.2,google_gsv_012357,0.075234234
GPT-5.2,google_gsv_012377,-0.024107456
GPT-5.2,google_gsv_012396,0.016581662
GPT-5.2,google_gsv_012404,-0.015476927
GPT-5.2,google_gsv_012424,0.018370092
GPT-5.2,google_gsv_012447,0.08653671
GPT-5.2,google_gsv_012466,0.09413876
GPT-5.2,google_gsv_012468,0.051432654
GPT-5.2,google_gsv_012473,0.008925989
GPT-5.2,google_gsv_012484,0.018404871
GPT-5.2,google_gsv_012487,0.029100612
GPT-5.2,google_gsv_012488,0.13074678
GPT-5.2,google_gsv_012495,-0.053103328
GPT-5.2,google_gsv_012503,-0.09199814
GPT-5.2,google_gsv_012513,0.011096269
GPT-5.2,google_gsv_012518,0.075504154
GPT-5.2,google_gsv_012522,0.035399213
GPT-5.2,google_gsv_012523,-0.017636359
GPT-5.2,google_gsv_012526,0.017405346
GPT-5.2,google_gsv_012529,-0.0050209314
GPT-5.2,google_gsv_012531,-0.0006695241
GPT-5.2,google_gsv_012534,0.026773006
GPT-5.2,google_gsv_012550,0.06673275
GPT-5.2,google_gsv_012591,0.015226185
GPT-5.2,google_gsv_012592,-0.020710468
GPT-5.2,google_gsv_012596,0.12490444
GPT-5.2,google_gsv_012599,-0.15882051
GPT-5.2,google_gsv_012618,-0.049015895
GPT-5.2,google_gsv_012622,0.02388347
GPT-5.2,google_gsv_012623,0.12757133
GPT-5.2,google_gsv_012633,0.008095697
GPT-5.2,google_gsv_012704,0.06455445
GPT-5.2,google_gsv_012735,0.10304403
GPT-5.2,google_gsv_012753,0.06855388
GPT-5.2,google_gsv_012758,-0.009231135
GPT-5.2,google_gsv_012770,-0.042448565
GPT-5.2,google_gsv_012779,0.06978363
GPT-5.2,google_gsv_012786,0.049813382
GPT-5.2,google_gsv_012791,0.053050235
GPT-5.2,google_gsv_012814,-0.06663735
GPT-5.2,google_gsv_012840,-0.07434903
GPT-5.2,google_gsv_012842,0.07365391
GPT-5.2,google_gsv_012843,-0.049914166
GPT-5.2,google_gsv_012852,-0.0020635873
GPT-5.2,google_gsv_012855,-0.047065273
GPT-5.2,google_gsv_012869,-0.01109457
GPT-5.2,google_gsv_012871,0.08043473
GPT-5.2,google_gsv_012878,0.024608769
GPT-5.2,google_gsv_012901,0.04252226
GPT-5.2,google_gsv_012908,0.03939593
GPT-5.2,google_gsv_012915,0.1793393
GPT-5.2,google_gsv_012924,0.084731594
GPT-5.2,google_gsv_012938,0.06134753
GPT-5.2,google_gsv_012960,0.06713416
GPT-5.2,google_gsv_012963,0.007141724
GPT-5.2,google_gsv_012999,-0.03746873
GPT-5.2,google_gsv_013002,0.017740414
GPT-5.2,google_gsv_013007,-0.025577977
GPT-5.2,google_gsv_013023,0.006566569
GPT-5.2,google_gsv_013041,0.059674695
GPT-5.2,google_gsv_013042,-0.06012602
GPT-5.2,google_gsv_013043,0.07939671
GPT-5.2,google_gsv_013078,0.097245604
GPT-5.2,google_gsv_013090,-0.04291816
GPT-5.2,google_gsv_013099,0.04213292
GPT-5.2,google_gsv_013103,-0.0064004213
GPT-5.2,google_gsv_013104,0.06459825
GPT-5.2,google_gsv_013106,0.025648966
GPT-5.2,google_gsv_013122,-0.029590249
GPT-5.2,google_gsv_013124,0.060768418
GPT-5.2,google_gsv_013140,0.07902436
GPT-5.2,google_gsv_013154,-0.0045257807
GPT-5.2,google_gsv_013158,-0.046158597
GPT-5.2,google_gsv_013160,-0.023645312
GPT-5.2,google_gsv_013168,-0.014008895
GPT-5.2,google_gsv_013182,0.032051742
GPT-5.2,google_gsv_013191,0.029408768
GPT-5.2,google_gsv_013203,0.04308936
GPT-5.2,google_gsv_013205,0.014267676
GPT-5.2,google_gsv_013208,0.0534622
GPT-5.2,google_gsv_013216,0.048597187
GPT-5.2,google_gsv_013231,-0.022938281
GPT-5.2,google_gsv_013233,0.051895782
GPT-5.2,google_gsv_013242,-0.17157757
GPT-5.2,google_gsv_013252,-0.085180536
GPT-5.2,google_gsv_013254,-0.10257624
GPT-5.2,google_gsv_013257,-0.07919739
GPT-5.2,google_gsv_013258,0.02306068
GPT-5.2,google_gsv_013280,0.043965414
GPT-5.2,google_gsv_013283,0.035377055
GPT-5.2,google_gsv_013292,-0.036311522
GPT-5.2,google_gsv_013299,0.012384683
GPT-5.2,google_gsv_013303,-0.005237177
GPT-5.2,google_gsv_013309,-0.05199364
GPT-5.2,google_gsv_013310,0.05762066
GPT-5.2,google_gsv_013327,0.035182744
GPT-5.2,google_gsv_013328,0.021507755
GPT-5.2,google_gsv_013360,0.0057198405
GPT-5.2,google_gsv_013372,0.003635794
GPT-5.2,google_gsv_013378,0.031147972
GPT-5.2,google_gsv_013412,0.036092795
GPT-5.2,google_gsv_013416,0.04578431
