series,name_en,geonunit,n_points,mean_gap,median_gap,eligible
Gemini 2.5 Flash,Newcastle upon Tyne,England,3,1.9817871066666666,1.98032106,True
Gemini 2.5 Flash,Newport,Wales,5,0.836058214,0.28876221,True
Gemini 2.5 Flash,Norfolk,England,14,0.22444643357142854,0.013002029999999951,True
Gemini 2.5 Flash,North Ayrshire,Scotland,1,,,False
Gemini 2.5 Flash,North East Lincolnshire,England,2,,,False
Gemini 2.5 Flash,North Lincolnshire,England,1,,,False
Gemini 2.5 Flash,North Somerset,England,7,0.5481912414285713,0.00164335,True
Gemini 2.5 Flash,North Tyneside,England,2,,,False
Gemini 2.5 Flash,North Yorkshire,England,10,1.373682057,1.94219353,True
Gemini 2.5 Flash,Northamptonshire,England,2,,,False
Gemini 2.5 Flash,Northumberland,England,9,0.4447893711111111,0.0027066,True
Gemini 2.5 Flash,Nottingham,England,7,0.8515187985714286,0.052798,True
Gemini 2.5 Flash,Nottinghamshire,England,9,0.46886546000000007,-0.0001646899999999,True
Gemini 2.5 Flash,Oldham,England,1,,,False
Gemini 2.5 Flash,Orkney Islands,Scotland,4,0.4830623125,-0.003265865,True
Gemini 2.5 Flash,Oxfordshire,England,8,0.26412023874999996,0.01188141,True
Gemini 2.5 Flash,Pembrokeshire,Wales,2,,,False
Gemini 2.5 Flash,Perth and Kinross,Scotland,2,,,False
Gemini 2.5 Flash,Peterborough,England,4,0.00409094999999995,0.00281534999999995,True
Gemini 2.5 Flash,Powys,Wales,4,1.4897622400000001,1.983518855,True
Gemini 2.5 Flash,Redbridge,England,3,1.95066874,1.9709733,True
Gemini 2.5 Flash,Redcar and Cleveland,England,3,0.6630931533333333,0.0028437,True
Gemini 2.5 Flash,Renfrewshire,Scotland,3,0.6595701433333333,0.0051581299999999,True
Gemini 2.5 Flash,Rhondda Cynon Taf,Wales,1,,,False
Gemini 2.5 Flash,Richmond upon Thames,England,5,0.402615246,0.0097557999999999,True
Gemini 2.5 Flash,Rochdale,England,1,,,False
Gemini 2.5 Flash,Sandwell,England,2,,,False
Gemini 2.5 Flash,Scottish Borders,Scotland,10,0.392148771,0.0060547149999999,True
Gemini 2.5 Flash,Sheffield,England,2,,,False
Gemini 2.5 Flash,Shropshire,England,8,0.83194546125,0.36903966,True
Gemini 2.5 Flash,Solihull,England,2,,,False
Gemini 2.5 Flash,Somerset,England,7,0.010871569999999995,0.0009909999999999,True
Gemini 2.5 Flash,South Ayrshire,Scotland,3,0.6591246633333333,0.0012839399999999,True
Gemini 2.5 Flash,South Gloucestershire,England,2,,,False
Gemini 2.5 Flash,South Lanarkshire,Scotland,1,,,False
Gemini 2.5 Flash,South Tyneside,England,4,0.018260027499999998,0.00909747,True
Gemini 2.5 Flash,Southampton,England,2,,,False
Gemini 2.5 Flash,Southend-on-Sea,England,1,,,False
Gemini 2.5 Flash,Southwark,England,4,0.997456885,0.99719455,True
Gemini 2.5 Flash,Staffordshire,England,5,0.8036437079999998,0.0320614,True
Gemini 2.5 Flash,Stirling,Scotland,1,,,False
Gemini 2.5 Flash,Stockport,England,1,,,False
Gemini 2.5 Flash,Stockton-on-Tees,England,3,0.66048755,-0.0002731,True
Gemini 2.5 Flash,Stoke-on-Trent,England,1,,,False
Gemini 2.5 Flash,Suffolk,England,6,0.338821165,0.010165185,True
Gemini 2.5 Flash,Surrey,England,7,1.1377485457142857,1.9735217,True
Gemini 2.5 Flash,Swansea,Wales,2,,,False
Gemini 2.5 Flash,Swindon,England,4,0.9989297425,0.998077535,True
Gemini 2.5 Flash,Tameside,England,8,1.24294498625,1.972898375,True
Gemini 2.5 Flash,Telford and Wrekin,England,3,0.6569673666666666,0.0045771,True
Gemini 2.5 Flash,Thurrock,England,1,,,False
Gemini 2.5 Flash,Torbay,England,11,0.5559471118181818,0.0150898499999999,True
Gemini 2.5 Flash,Torfaen,Wales,5,0.01321737999999996,0.0065104,True
Gemini 2.5 Flash,Tower Hamlets,England,1,,,False
Gemini 2.5 Flash,Trafford,England,2,,,False
Gemini 2.5 Flash,Vale of Glamorgan,Wales,1,,,False
Gemini 2.5 Flash,Wakefield,England,2,,,False
Gemini 2.5 Flash,Walsall,England,1,,,False
Gemini 2.5 Flash,Wandsworth,England,3,0.004205036666666634,0.00072985,True
Gemini 2.5 Flash,Warrington,England,1,,,False
Gemini 2.5 Flash,Warwickshire,England,14,0.8352704264285714,0.00148772499999995,True
Gemini 2.5 Flash,West Berkshire,England,3,0.6665830766666666,0.0132902899999999,True
Gemini 2.5 Flash,West Dunbartonshire,Scotland,3,-0.00029596666666663335,-0.0001772999999999,True
Gemini 2.5 Flash,West Lothian,Scotland,2,,,False
Gemini 2.5 Flash,West Sussex,England,10,0.41097501599999997,0.005412145,True
Gemini 2.5 Flash,Westminster,England,4,1.48799261,1.9785061800000001,True
Gemini 2.5 Flash,Wiltshire,England,8,0.386300051875,0.010615,True
Gemini 2.5 Flash,Windsor and Maidenhead,England,2,,,False
Gemini 2.5 Flash,Wokingham,England,2,,,False
Gemini 2.5 Flash,Wolverhampton,England,1,,,False
Gemini 2.5 Flash,Worcestershire,England,9,0.6619046366666667,0.0079158599999999,True
Gemini 2.5 Flash,York,England,10,0.6086395259999999,0.0066428699999999995,True
